case_id,unit_id,source_text,eligible,detected,correct,placed,observed_text,notes
menu_ru,ru045,Шашлык из говядины с болгарским перцем,1,1,0,0,Ashshlk from beef with bottle-seeker ...,h≈13px body; card taller than line pitch; hides neighbouring lines
menu_ru,ru046,Шашлык из баранины с курдючным салом,1,0,0,0,,h≈13px body; no OCR region/card in v2
menu_ru,ru047,Шашлык из куриного бедра,1,1,0,0,Mo Far from Chicken Beor,h≈13px body; card taller than line pitch; hides neighbouring lines
menu_ru,ru048,РОЛЛЫ,1,1,0,0,b) 390 @ rolls,h≈18px heading; region merged with price column
menu_ru,ru049,Филадельфия с лососем,1,1,1,0,Philadelphia with salmon,h≈13px body; v2 reading correct; clipped
menu_ru,ru050,Калифорния с крабом,1,1,0,0,CABOR CORBOR,h≈13px body; card taller than line pitch; hides neighbouring lines
menu_ru,ru051,Филадельфия с угрем,1,1,1,0,Philadelphia with eel,h≈13px body; v2 reading correct; card hidden
menu_ru,ru052,Запеченный ролл калифорния,1,1,0,0,Baked Roll Capinhori,h≈13px body; card taller than line pitch; hides neighbouring lines
menu_ru,ru053,Запеченный ролл сливочный лосось,1,0,0,0,,h≈13px body; no OCR region/card in v2 (v1 had a partial region)
menu_ru,ru054,Запеченный ролл спайси лосось,1,0,0,0,,h≈13px body; no OCR region/card in v2
menu_ru,ru055,Запеченный ролл спайси угорь,1,1,0,0,Behind the bunk roll of the bathroom eel,h≈13px body; detected in v2 (v1 missed); card taller than line pitch; hides neighbouring lines
menu_ru,ru056,БУРГЕРЫ,1,1,0,0,We re in Burger,h≈18px heading; detected in v2; region merged with price column
menu_ru,ru057,Бургер с говяжьей котлетой и свежими,1,1,1,0,Burgers Beef Cutlet and Fresh,h≈13px body; BORDERLINE correct; clipped
menu_ru,ru058,овощами,1,0,0,0,,h≈13px body; no OCR region/card in v2; continuation line
menu_ru,ru059,Бургер с томленой свининой и печеными,1,0,0,0,,h≈13px body; no OCR region/card in v2 (v1 had a region); source left visible
menu_ru,ru060,овощами,1,0,0,0,,h≈13px body; no OCR region/card in v2; continuation line
menu_ru,ru061,Бургер с куриным бедром су-вид,1,1,1,0,Burger with chicken thigh Su-View,h≈13px body; BORDERLINE correct (Su-View = sous-vide); clipped
menu_ru,ru062,ДЕСЕРТЫ,1,1,0,0,Zo Loo @@ desserts,h≈18px heading; region merged with price column
menu_ru,ru063,Медовик,1,0,0,0,,h≈13px body; no OCR region/card in v2
menu_ru,ru064,Наполеон,1,0,0,0,,h≈13px body; no OCR region/card in v2; source left visible
menu_ru,ru065,Чизкейк,1,0,0,0,,h≈13px body; no OCR region/card in v2
menu_ru,ru066,Французские булочки,1,1,1,0,French buns,h≈13px body; covers the lines above and below
menu_ru,ru067,Мороженое в ассортименте,1,1,1,0,Ice cream in assortment,h≈13px body; card hidden under previous card
menu_ru,ru068,Охотничья Усадьба,1,0,0,0,,h≈20px; no OCR region/card in v2 (v1 'Salba Hunting'); source left visible
menu_ru,ru069,МЕНЮ,1,0,0,0,,h≈30px heading; no OCR region/card in v2
menu_ru,ru070,ДОМАШНИЕ,1,1,1,0,Home,h≈18px heading; BORDERLINE correct (homemade); covers next line
menu_ru,ru071,ЛИМОНАДЫ,1,1,1,0,Lemonade,h≈18px heading; card hidden under neighbouring card
menu_ru,ru072,Грейпфрут / Розмарин,1,0,0,0,,h≈13px body; no OCR region/card in v2 (v1 had a region)
menu_ru,ru073,Ежевика / Клубника,1,1,0,0,neon / to ultrasound,h≈13px body; card taller than line pitch; hides neighbouring lines
menu_ru,ru074,Тархун,1,0,0,0,,h≈13px body; no OCR region/card in v2
menu_ru,ru075,Тропик-физ,1,1,1,0,Tropic,h≈13px body; detected in v2; BORDERLINE correct (fizz lost); clipped
menu_ru,ru076,НАПИТКИ б/а,1,1,0,0,Drinks used,h≈18px heading; б/а = non-alcoholic; misleading
menu_ru,ru077,Глинтвейн б/а,1,0,0,0,,h≈13px body; no OCR region/card in v2
menu_ru,ru078,Эспрессо,1,0,0,0,,h≈13px body; no OCR region/card in v2
menu_ru,ru079,Американо,1,1,0,0,"Ameri ""But",h≈13px body; card taller than line pitch; hides neighbouring lines
menu_ru,ru080,Капучино,1,0,0,0,,h≈13px body; no OCR region/card in v2
menu_ru,ru081,Латте,1,0,0,0,,h≈13px body; no OCR region/card in v2; source left visible
menu_ru,ru082,По Вашему желанию мы приготовим Вам,1,0,0,0,,h≈9px small; no OCR region/card in v2
menu_ru,ru083,кофе на кокосовом молоке,1,0,0,0,,h≈9px small; no OCR region/card in v2
menu_ru,ru084,ЧАЙ В ЧАЙНИКЕ,1,1,0,0,"250 @ tea groan ""O ---",h≈18px heading; region merged with price column
menu_ru,ru085,"- черный Ассам, Сенча",1,1,0,0,Masons Sencha,h≈13px body; detected in v2 (v1 missed); Ассам lost
menu_ru,ru086,- молочный улун,1,0,0,0,,h≈13px body; no OCR region/card in v2; source partly visible
menu_ru,ru087,- ройбуш,1,0,0,0,,h≈13px body; no OCR region/card in v2
menu_ru,ru088,- малина / розмарин,1,1,0,0,- Raspberry / Rimary,h≈13px body; rosemary garbled; card taller than line pitch; hides neighbouring lines
menu_ru,ru089,- облепиха / мед,1,0,0,0,,h≈13px body; no OCR region/card in v2 (v1 had a region)
menu_ru,ru090,- яблочный пирог,1,1,0,0,-Eavenly pyro,h≈13px body; detected in v2 (v1 missed); card taller than line pitch; hides neighbouring lines
menu_ru,ru091,СОКИ,1,0,0,0,,h≈18px heading; no OCR region/card in v2
menu_ru,ru092,Сок «РИЧ» в ассортименте,1,1,0,0,Juice Eric Ove MMM 150,h≈13px body; card taller than line pitch; hides neighbouring lines
menu_ru,ru093,"/томат, апельсин, яблоко, вишня,",1,1,0,0,ate,h≈9px small; detected in v2 (v1 missed); fragment only
menu_ru,ru094,персик/,1,0,0,0,,h≈9px small; no OCR region/card in v2
menu_ru,ru095,"Вода ""БонАква"" с/г и б/г",1,0,0,0,,h≈13px body; no OCR region/card in v2 (v1 had a region)
menu_ru,ru096,Кола / Фанта / Спрайт,1,1,0,0,Cola / Fan / Su,h≈13px body; Fanta/Sprite garbled; card taller than line pitch; hides neighbouring lines
menu_ru,ru097,Швепс Биттер Лемон,1,1,0,0,ETO Bit: Hemes,h≈13px body; card taller than line pitch; hides neighbouring lines
menu_ru,ru098,Морс клюквеный,1,1,0,0,Morse Clenvon,h≈13px body; card taller than line pitch; hides neighbouring lines
menu_ru,ru099,МИЛК ШЕЙКИ,1,1,0,0,"Milk Shaki M,",h≈18px heading; card taller than line pitch; hides neighbouring lines
menu_ru,ru100,"Шоколад /мороженое, сироп, молоко/",1,0,0,0,,h≈13px body; no OCR region/card in v2 (v1 had a region)
menu_ru,ru101,"Клубника /мороженое, сироп, молоко/",1,1,0,0,KUCHDNIYA HIE RI = 250,h≈13px body; card taller than line pitch; hides neighbouring lines
menu_ru,ru102,"Ваниль /мороженое, сироп, молоко/",1,1,0,0,Venya K =,h≈13px body; card taller than line pitch; hides neighbouring lines
menu_fr,fr001,Entrées,1,1,0,1,Entries,French entrées = starters; 'Entries' misleading
menu_fr,fr002,Salade Niçoise. (Entrées),1,1,0,0,,logged [und]; no card
menu_fr,fr003,Vol-au-vent aux fruits de mer et aux (Entrées),1,1,0,0,Vol-au-wind with seafood and,BORDERLINE correct (dish name mangled); clipped
menu_fr,fr004,champignons. (Entrées),1,1,0,0,,logged [und]; no card
menu_fr,fr005,Galettes de poulet. (Entrées),1,1,1,0,Chicken pancakes.,BORDERLINE correct (galette); card covers the English description line below
menu_fr,fr006,Soupe et Salades,1,1,1,1,Soup and salads,
menu_fr,fr007,Soupe du Jour,1,1,1,0,Soup of the day,clipped to 'Soup of the'; covers start of next line
menu_fr,fr008,Salade Niçoise. (Soupe 1),1,1,0,0,,logged [und]; no card
menu_fr,fr009,Salade Niçoise. (Soupe 2),1,1,0,0,,logged [und]; no card (v1 garbage 'Saab Monet')
menu_fr,fr010,Salade de Concombre.,1,1,0,0,,logged [und]; no card (v1 garbage via Russian OCR)
menu_fr,fr011,Les Plats Principaux,1,1,1,1,Main dishes,
menu_fr,fr012,Fricandeaux de Bœuf.,1,1,0,0,,logged [und]; no card (v1 garbage via Russian OCR)
menu_fr,fr013,Vol-au-vent aux fruits de mer et aux (Plats),1,1,0,0,Vol-au-wind with seafood and,BORDERLINE correct; clipped
menu_fr,fr014,champignons (Plats),1,1,0,0,,logged [und]; no card
menu_fr,fr015,Salade Niçoise. (Plats),1,1,0,0,,logged [und]; no card
menu_fr,fr016,Galettes de poulet. (Plats),1,1,1,0,Chicken pancakes,BORDERLINE correct; card covers the English description line below
menu_fr,fr017,Les Desserts,1,1,0,0,,logged [und]; no card; transparent to English readers
menu_fr,fr018,Mousse au Chocolat.,1,1,1,0,Chocolate mousse.,card covers the English description line below
menu_fr,fr019,Tarte Bourdaloue.,1,1,0,0,Hair Wari Ya.,still read by Russian OCR in v2
menu_fr,fr020,Mi-cuit au chocolat,1,1,0,0,,logged [und]; no card (v1 garbage via Russian OCR)
menu_fr,fr021,CAFÉ BIGOT,0,0,0,0,,DISPUTED: proper name excluded; no card in v2 (v1 garbage card)
menu_fr,fr022,ROUGE,0,0,0,0,,DISPUTED: proper name excluded; no card in v2 (v1 garbage card)
menu_fr,fr023,"Cream and egg, poached vegetables and bacon.",0,0,0,0,,English; no card
menu_fr,fr024,"From the Cote D'Azur region of France. Lettuce, (1)",0,0,0,0,,English; no card
menu_fr,fr025,"tomatoes, bell pepper, green beans, spring (1)",0,0,0,0,,English; no card
menu_fr,fr026,"onions, potatoes, egg, olives, anchovies, capers (1)",0,0,0,0,,English; no card
menu_fr,fr027,and tuna. (1),0,0,0,0,,English; no card in v2 (v1 had a spurious card)
menu_fr,fr028,Small cylindrical mold or basket made of leaf or (left),0,0,0,0,,English; no card
menu_fr,fr029,puff pastry dough. Salted. (left),0,0,0,0,,English; no card
menu_fr,fr030,"Chicken, mushrooms and truffle bechamel. (left)",0,0,0,0,,English; no card in v2 (v1 had a spurious card)
menu_fr,fr031,Ask your server for our chef's daily soup,0,0,0,0,,English; no card
menu_fr,fr032,selection 7,0,0,0,0,,English; no card
menu_fr,fr033,"Salad from the Cote D'Azur of France. Tomato, (left)",0,0,0,0,,English; no card
menu_fr,fr034,"red peppers, onion, lettuce, potatoes, beans, (left)",0,0,0,0,,English; no card
menu_fr,fr035,"boiled eggs, tuna in oil and olives 15",0,0,0,0,,English; no card
menu_fr,fr036,"From the Cote D'Azur region of France. Lettuce, (2)",0,0,0,0,,English; no card
menu_fr,fr037,"tomatoes, bell pepper, green beans, spring (2)",0,0,0,0,,English; no card
menu_fr,fr038,"onions, potatoes, egg, olives, anchovies, capers (2)",0,0,0,0,,English; no card
menu_fr,fr039,and tuna. 20,0,0,0,0,,English; no card in v2 (v1 had a spurious card)
menu_fr,fr040,"Baby cucumber, dried wakame seaweed, fresh",0,0,0,0,,English; no card
menu_fr,fr041,"mint, fresh cilantro or parsley, green onion, rice",0,0,0,0,,English; no card
menu_fr,fr042,vinegar 20,0,0,0,0,,English; no card in v2 (v1 had a spurious card)
menu_fr,fr043,Consumer Advisory. Consuming raw or,0,0,0,0,,English; no card
menu_fr,fr044,"undercooked meats, poultry, seafood, shellfish, or",0,0,0,0,,English; no card
menu_fr,fr045,eggs may increase your risk of foodborne illness,0,0,0,0,,English; no card
menu_fr,fr046,YOUR LOGO,0,0,0,0,,English; no card
menu_fr,fr047,FRENCH MENU,0,0,0,0,,English; no card in v2 (v1 had a spurious card)
menu_fr,fr048,Editable french menu,0,0,0,0,,English; no card
menu_fr,fr049,templates at EDIT.org,0,0,0,0,,English; no card
menu_fr,fr050,"Stew, onion, tomato and other vegetables.",0,0,0,0,,English; no card
menu_fr,fr051,Beef stew cooked in Burgundy red wine and,0,0,0,0,,English; no card
menu_fr,fr052,"flavored with garlic, onions, carrots, salt and a",0,0,0,0,,English; no card
menu_fr,fr053,bouquet garni.,0,0,0,0,,English; no card in v2 (v1 had a spurious card)
menu_fr,fr054,Small cylindrical mold or basket made of leaf (right),0,0,0,0,,English; no card in v2 (v1 had a spurious card)
menu_fr,fr055,or puff pastry dough. Salted. 20,0,0,0,0,,English; no card
menu_fr,fr056,"Salad from the Cote D'Azur of France. Tomato, (right)",0,0,0,0,,English; no card
menu_fr,fr057,"red peppers, onion, lettuce, potatoes, beans, (right)",0,0,0,0,,English; no card
menu_fr,fr058,"boiled eggs, tuna in oil and olives",0,0,0,0,,English; no card
menu_fr,fr059,"Chicken, mushrooms and truffle bechamel (right)",0,0,0,0,,English; no card
menu_fr,fr060,"Whipped egg whites, chocolate mousse and",0,0,0,0,,English; no card
menu_fr,fr061,fruit mousse.,0,1,0,0,Fruit foam.,SPURIOUS card on English text; English read as French
menu_fr,fr062,Delicious pear and almond cream tart.,0,0,0,0,,English; no card
menu_fr,fr063,Small chocolate sponge cake with melted,0,0,0,0,,English; no card
menu_fr,fr064,interior.,0,0,0,0,,English; no card in v2 (v1 had a spurious card)
menu_fr,fr065,Copy text from image (Photos UI),0,0,0,0,,English; no card
menu_fr,fr066,Share (Photos UI),0,0,0,0,,English; no card
menu_fr,fr067,Edit (Photos UI),0,0,0,0,,English; no card
menu_fr,fr068,Lens (Photos UI),0,0,0,0,,English; no card
menu_fr,fr069,Delete (Photos UI),0,0,0,0,,English; no card in v2 (v1 had a spurious card)
menu_de,de001,Ratskeller Speisekarte,1,1,0,0,,logged [und] as '2krtskefler Speisekarte'; no card; Speisekarte = menu
menu_de,de002,Sides und Snacks,1,1,0,0,,logged [und]; no card; BORDERLINE eligibility: readable to English readers
menu_de,de003,Nürnberger Bratwurst,0,0,0,0,,DISPUTED: German dish name normally unchanged in English; no card in v2 (v1 garbage card)
menu_de,de004,Weisswurst,0,0,0,0,,DISPUTED: German dish name normally unchanged in English; excluded; no card
menu_de,de005,Bratwurst,0,0,0,0,,DISPUTED: German dish name normally unchanged in English; excluded; no card
menu_de,de006,Leberkäse,0,0,0,0,,DISPUTED: German dish name normally unchanged in English; excluded; no card
menu_de,de007,Bauernwurst,0,0,0,0,,DISPUTED: German dish name normally unchanged in English; excluded; no card
menu_de,de008,Knackwurst,0,0,0,0,,DISPUTED: German dish name normally unchanged in English; excluded; no card
menu_de,de009,Sauerkraut,0,0,0,0,,DISPUTED: German dish name normally unchanged in English; excluded; no card
menu_de,de010,Kartoffelsalat -Potato Salad,0,0,0,0,,DISPUTED: German dish name normally unchanged in English; excluded; no card
menu_de,de011,Gurkensalat - Cucumber Salad,0,0,0,0,,DISPUTED: German dish name normally unchanged in English; excluded; no card
menu_de,de012,Bretzel,0,0,0,0,,DISPUTED: German dish name normally unchanged in English; excluded; no card
menu_de,de013,Landjäger,0,0,0,0,,DISPUTED: German dish name normally unchanged in English; excluded; no card
menu_de,de014,"""Our Wurst is the Best""",0,0,0,0,,English; no card
menu_de,de015,CHECK KITCHEN BLACKBOARD FOR PRICES & THIS WEEK'S SELECTION,0,0,0,0,,English; no card
menu_de,de016,"From the city of Nürnberg, made from a 700 year",0,0,0,0,,English; no card
menu_de,de017,"old recipe of pork, marjoram, ginger & cardamom.",0,0,0,0,,English; no card
menu_de,de018,A Munich staple: a mild pork & veal sausage with a,0,0,0,0,,English; no card
menu_de,de019,"uniquely Bavarian flavor, served boiled or grilled.",0,0,0,0,,English; no card
menu_de,de020,This delicately seasoned pork sausage is one of,0,0,0,0,,English; no card
menu_de,de021,the most popular in Germany – and the Rat!,0,0,0,0,,English; no card
menu_de,de022,"It's sort of a German meatloaf, at its most",0,0,0,0,,English; no card
menu_de,de023,wunderbar when cut thick and fried (like we do).,0,0,0,0,,English; no card
menu_de,de024,Course texture and combination of mustard seed,0,0,0,0,,English; no card
menu_de,de025,and marjoram blend to create old world flavor.,0,0,0,0,,English; no card
menu_de,de026,A thick frankfurter but different than the average,0,0,0,0,,English; no card
menu_de,de027,"hot dog. Grilled or boiled, it is mild and satisfying.",0,0,0,0,,English; no card
menu_de,de028,"The Ratskeller's own traditional ""haus"" recipe",0,0,0,0,,English; no card
menu_de,de029,made with lots of love.,0,0,0,0,,English; no card
menu_de,de030,"Light and flavorful, it's made with oil and vinegar",0,0,0,0,,English; no card
menu_de,de031,instead of mayo.,0,0,0,0,,English; no card
menu_de,de032,"Cool, crunchy cucumbers with dill, vinegar & more.",0,0,0,0,,English; no card
menu_de,de033,A seasonal favorite.,0,0,0,0,,English; no card
menu_de,de034,Good ones are hard to come by. Salty and so good,0,0,0,0,,English; no card
menu_de,de035,"with a cool beer ""vom Fass"".",0,0,0,0,,English; no card
menu_de,de036,This smoked sausage is a favorite snack of,0,0,0,0,,English; no card
menu_de,de037,"Alpine guides, soldiers & beer drinkers.",0,0,0,0,,English; no card
menu_de,de038,Copy text from image (Photos UI),0,0,0,0,,English; no card
menu_de,de039,Share (Photos UI),0,0,0,0,,English; no card
menu_de,de040,Edit (Photos UI),0,0,0,0,,English; no card
menu_de,de041,Lens (Photos UI),0,0,0,0,,English; no card
menu_de,de042,Delete (Photos UI),0,0,0,0,,English; no card in v2 (v1 had a spurious card)
settings_ru,set001,Настройки,1,1,1,1,Settings,a11y fast path
settings_ru,set002,Поиск настроек,1,1,0,1,CREDICAL,a11y fast path; should be 'Search settings'
settings_ru,set003,Сеть и интернет,1,1,1,1,Network and Internet,a11y fast path
settings_ru,set004,"Мобильный интернет, Wi-Fi, точка доступа",1,1,1,1,"Mobile Internet, Wi-Fi, Access Point",a11y fast path
settings_ru,set005,Подключенные устройства,1,1,1,1,Connected devices,a11y fast path
settings_ru,set006,"Bluetooth, подключение",1,1,1,1,Bluetooth connection,a11y fast path
settings_ru,set007,Приложения,1,1,1,1,The application,"a11y fast path; BORDERLINE correct (Apps, singular)"
settings_ru,set008,"Ассистент, недавние приложения, приложения",1,1,1,1,"Assistant, recent applications, default applications",a11y fast path; one node for both lines
settings_ru,set009,по умолчанию,1,1,1,1,"Assistant, recent applications, default applications",a11y fast path; second line of the same node
settings_ru,set010,Уведомления,1,1,0,1,Alert,a11y fast path; should be 'Notifications'
settings_ru,set011,"История уведомлений, разговоры",1,1,1,1,"History of notifications, conversations",a11y fast path
settings_ru,set012,Батарея,1,1,1,1,Battery,a11y fast path
settings_ru,set013,Хранилище,1,1,0,1,Repository,a11y fast path; should be 'Storage'
settings_ru,set014,"Занято 62 %, свободно 6,10 ГБ",1,1,1,1,"Busy 62%, free 6.10 GB",a11y fast path; BORDERLINE correct (Busy = used)
settings_ru,set015,Звук и вибрация,1,1,1,1,Sound and vibration,a11y fast path
settings_ru,set016,"Громкость, виброотклик, режим ""Не",1,1,0,1,"Volume, vibrootklik, ""Do not disturb"" mode",a11y fast path; виброотклик transliterated
settings_ru,set017,"беспокоить""",1,1,1,0,"Volume, vibrootklik, ""Do not disturb"" mode",a11y fast path; card covers only the first line; Russian second line stays visible
english_control,en001,Settings,0,0,0,0,,English; no card
english_control,en002,Search settings,0,0,0,0,,English; no card
english_control,en003,Network & internet,0,0,0,0,,English; no card
english_control,en004,"Mobile, Wi-Fi, hotspot",0,0,0,0,,English; no card
english_control,en005,Connected devices,0,0,0,0,,English; no card
english_control,en006,"Bluetooth, pairing",0,0,0,0,,English; no card
english_control,en007,Apps,0,0,0,0,,English; no card
english_control,en008,"Assistant, recent apps, default apps",0,0,0,0,,English; no card
english_control,en009,Notifications,0,0,0,0,,English; no card
english_control,en010,"Notification history, conversations",0,0,0,0,,English; no card
english_control,en011,Battery,0,0,0,0,,English; no card
english_control,en012,Storage,0,0,0,0,,English; no card
english_control,en013,61% used - 6.19 GB free,0,0,0,0,,English; no card
english_control,en014,Sound & vibration,0,0,0,0,,English; no card
english_control,en015,"Volume, haptics, Do Not Disturb",0,0,0,0,,English; no card
browser_es,bes001,Café (article title),1,1,0,0,,logged [und]; no card; 'Café' reads as a coffee shop to English readers
browser_es,bes002,bebida elaborada a base de granos de café,1,1,1,1,Coffee beans-based drink,card font smaller than source but legible
browser_es,bes003,"Esta es la versión actual de esta página,",1,1,1,1,"This is the current version of this page,",card font smaller than source but legible
browser_es,bes004,editada a las 15:02 22 sep 2026 por,1,1,0,0,,logged [und]; no card
browser_es,bes005,~2026-51215-51 (discusión). La dirección,1,1,0,0,,logged [und]; no card
browser_es,bes006,URL es un enlace permanente a esta versión.,1,1,1,1,URL is a permanent link to this version.,card font smaller than source but legible
browser_es,bes007,(difs.) ← Revisión anterior · Ver revisión,1,1,0,0,,logged [und]; no card
browser_es,bes008,actual (difs.) · Revisión siguiente → (difs.),1,1,1,1,Current (Difs.) · Next review (DIFS.),BORDERLINE correct (review = revision)
browser_es,bes009,"Para otros usos de este término, véase Café (desambiguación).",1,1,0,0,,ML Kit read it cleanly but LID returned und; no card
browser_es,bes010,El café es una bebida que se obtiene mediante el,1,1,1,1,Coffee is a drink that is obtained through the,card font smaller than source but legible
browser_es,bes011,percolado de agua caliente a través de los granos,1,1,1,1,hot water percolated through the grains,card font smaller than source but legible
browser_es,bes012,tostados y molidos de los frutos de la planta del café,1,1,1,1,Roasted and ground of the fruits of the coffee plant,card font smaller than source but legible
browser_es,bes013,"(cafeto),[1] es altamente estimulante por su",1,1,1,1,(I coffee); It is highly stimulating for its,BORDERLINE correct ('I coffee' for cafeto); card font smaller than source but legible
browser_es,bes014,"contenido de cafeína,[2] una sustancia psicoactiva[3]",1,1,1,1,Caffeine content2 A psychoactive substance3l,card font smaller than source but legible
browser_es,bes015,Es uno de los productos más comercializados a nivel,1,1,1,1,It is one of the most commercialized products at the level,card font smaller than source but legible
browser_es,bes016,"mundial, además de estar entre las tres bebidas más",1,1,1,1,"worldwide, in addition to being among the three more drinks",card font smaller than source but legible
browser_es,bes017,consumidas por el ser humano (junto con el agua y el,1,1,1,1,consumed by the human being (along with water and the,card font smaller than source but legible
browser_es,bes018,té).[2],1,1,0,0,,logged [und]; no card
browser_es,bes019,Café (infobox header),1,1,0,0,,read by Russian OCR as 'Сайё'; translation empty; no card
browser_ru,bru001,Кофе (article title),1,0,0,0,,a11y fast path; no card; source left visible
browser_ru,bru002,Статья,1,1,1,1,Article,a11y fast path
browser_ru,bru003,Обсуждение,1,1,1,1,Discussion,a11y fast path
